1, gpu_percent:   95% | 7517MB
51779, gpu_percent:   98% | 7517MB
51780, gpu_percent:   98% | 7517MB
51781, gpu_percent:   98% | 7517MB
51782, gpu_percent:   98% | 7517MB
51783, gpu_percent:   98% | 7517MB
51784, gpu_percent:   98% | 7517MB
51785, gpu_percent:   98% | 7517MB
51786, gpu_percent:   98% | 7517MB
51787, gpu_percent:   98% | 7517MB
51788, gpu_percent:   98% | 7517MB
51789, gpu_percent:   98% | 7517MB
51790, gpu_percent:   99% | 7517MB
51791, gpu_percent:   98% | 7517MB
51792, gpu_percent:   98% | 7517MB
51793, gpu_percent:   99% | 7517MB
51794, gpu_percent:   98% | 7517MB
51795, gpu_percent:   98% | 7517MB
51796, gpu_percent:   99% | 7517MB
51797, gpu_percent:   98% | 7517MB
51798, gpu_percent:   98% | 7517MB
51799, gpu_percent:   98% | 7517MB
51800, gpu_percent:   98% | 7517MB
51801, gpu_percent:   98% | 7517MB
51802, gpu_percent:   99% | 7517MB
51803, gpu_percent:   99% | 7517MB
51804, gpu_percent:   98% | 7517MB
51805, gpu_percent:   98% | 7517MB
51806, gpu_percent:   98% | 7517MB
51807, gpu_percent:   98% | 7517MB
51808, gpu_percent:   98% | 7517MB
51809, gpu_percent:   98% | 7517MB
51810, gpu_percent:   98% | 7517MB
51811, gpu_percent:   98% | 7517MB
51812, gpu_percent:   98% | 7517MB
51813, gpu_percent:   98% | 7517MB
51814, gpu_percent:   99% | 7517MB
51815, gpu_percent:   98% | 7517MB
51816, gpu_percent:   98% | 7517MB
51817, gpu_percent:   98% | 7517MB
51818, gpu_percent:   98% | 7517MB
51819, gpu_percent:   98% | 7517MB
51820, gpu_percent:   98% | 7517MB
51821, gpu_percent:   98% | 7517MB
51822, gpu_percent:   98% | 7517MB
51823, gpu_percent:   98% | 7517MB
51824, gpu_percent:   98% | 7517MB
51825, gpu_percent:   98% | 7517MB
51826, gpu_percent:   98% | 7517MB
51827, gpu_percent:   98% | 7517MB
51828, gpu_percent:   99% | 7517MB
51829, gpu_percent:   98% | 7517MB
51830, gpu_percent:   98% | 7517MB
51831, gpu_percent:   98% | 7517MB
51832, gpu_percent:   99% | 7517MB
51833, gpu_percent:   98% | 7517MB
51834, gpu_percent:   98% | 7517MB
51835, gpu_percent:   98% | 7517MB
51836, gpu_percent:   98% | 7517MB
51837, gpu_percent:   98% | 7517MB
51838, gpu_percent:   98% | 7517MB
51839, gpu_percent:   98% | 7517MB
51840, gpu_percent:   98% | 7517MB
51841, gpu_percent:   98% | 7517MB
51842, gpu_percent:   98% | 7517MB
51843, gpu_percent:   98% | 7517MB
51844, gpu_percent:   98% | 7517MB
51845, gpu_percent:   98% | 7517MB
51846, gpu_percent:   98% | 7517MB
51847, gpu_percent:   98% | 7517MB
51848, gpu_percent:   98% | 7517MB
51849, gpu_percent:   98% | 7517MB
51850, gpu_percent:   98% | 7517MB
51851, gpu_percent:   98% | 7517MB
51852, gpu_percent:   98% | 7517MB
51853, gpu_percent:   99% | 7517MB
51854, gpu_percent:   98% | 7517MB
51855, gpu_percent:   98% | 7517MB
51856, gpu_percent:   98% | 7517MB
51857, gpu_percent:   98% | 7517MB
51858, gpu_percent:   98% | 7517MB
51859, gpu_percent:   98% | 7517MB
51860, gpu_percent:   98% | 7517MB
51861, gpu_percent:   99% | 7517MB
51862, gpu_percent:   98% | 7517MB
51863, gpu_percent:   98% | 7517MB
51864, gpu_percent:   98% | 7517MB
51865, gpu_percent:   98% | 7517MB
51866, gpu_percent:   98% | 7517MB
51867, gpu_percent:   98% | 7517MB
51868, gpu_percent:   98% | 7517MB
51869, gpu_percent:   98% | 7517MB
51870, gpu_percent:   98% | 7517MB
51871, gpu_percent:   99% | 7517MB
51872, gpu_percent:   98% | 7517MB
51873, gpu_percent:   98% | 7517MB
51874, gpu_percent:   98% | 7517MB
51875, gpu_percent:   98% | 7517MB
51876, gpu_percent:   98% | 7517MB
51877, gpu_percent:   98% | 7517MB
51878, gpu_percent:   98% | 7517MB
51879, gpu_percent:   98% | 7517MB
51880, gpu_percent:   98% | 7517MB
51881, gpu_percent:   98% | 7517MB
51882, gpu_percent:   98% | 7517MB
51883, gpu_percent:   98% | 7517MB
51884, gpu_percent:   98% | 7517MB
51885, gpu_percent:   98% | 7517MB
51886, gpu_percent:   98% | 7517MB
51887, gpu_percent:   98% | 7517MB
51888, gpu_percent:   99% | 7517MB
51889, gpu_percent:   98% | 7517MB
51890, gpu_percent:   98% | 7517MB
51891, gpu_percent:   98% | 7517MB
51892, gpu_percent:   98% | 7517MB
51893, gpu_percent:   97% | 7517MB
51894, gpu_percent:   98% | 7517MB
51895, gpu_percent:   98% | 7517MB
51896, gpu_percent:   98% | 7517MB
51897, gpu_percent:   98% | 7517MB
51898, gpu_percent:   99% | 7517MB
51899, gpu_percent:   98% | 7517MB
51900, gpu_percent:   98% | 7517MB
51901, gpu_percent:   98% | 7517MB
51902, gpu_percent:   98% | 7517MB
51903, gpu_percent:   98% | 7517MB
51904, gpu_percent:   98% | 7517MB
51905, gpu_percent:   98% | 7517MB
51906, gpu_percent:   98% | 7517MB
51907, gpu_percent:   98% | 7517MB
51908, gpu_percent:   98% | 7517MB
51909, gpu_percent:   98% | 7517MB
51910, gpu_percent:   98% | 7517MB
51911, gpu_percent:   98% | 7517MB
51912, gpu_percent:   98% | 7517MB
51913, gpu_percent:   98% | 7517MB
51914, gpu_percent:   98% | 7517MB
51915, gpu_percent:   98% | 7517MB
51916, gpu_percent:   98% | 7517MB
51917, gpu_percent:   98% | 7517MB
51918, gpu_percent:   98% | 7517MB
51919, gpu_percent:   98% | 7517MB
51920, gpu_percent:   98% | 7517MB
51921, gpu_percent:   99% | 7517MB
51922, gpu_percent:   98% | 7517MB
51923, gpu_percent:   98% | 7517MB
51924, gpu_percent:   98% | 7517MB
51925, gpu_percent:   98% | 7517MB
51926, gpu_percent:   98% | 7517MB
51927, gpu_percent:   98% | 7517MB
51928, gpu_percent:   99% | 7517MB
51929, gpu_percent:   98% | 7517MB
51930, gpu_percent:   99% | 7517MB
51931, gpu_percent:   98% | 7517MB
51932, gpu_percent:   98% | 7517MB
51933, gpu_percent:   98% | 7517MB
51934, gpu_percent:   98% | 7517MB
51935, gpu_percent:   99% | 7517MB
51936, gpu_percent:   98% | 7517MB
51937, gpu_percent:   98% | 7517MB
51938, gpu_percent:   98% | 7517MB
51939, gpu_percent:   98% | 7517MB
51940, gpu_percent:   98% | 7517MB
51941, gpu_percent:   98% | 7517MB
51942, gpu_percent:   98% | 7517MB
51943, gpu_percent:   98% | 7517MB
51944, gpu_percent:   99% | 7517MB
51945, gpu_percent:   98% | 7517MB
51946, gpu_percent:   98% | 7517MB
51947, gpu_percent:   98% | 7517MB
51948, gpu_percent:   98% | 7517MB
51949, gpu_percent:   98% | 7517MB
51950, gpu_percent:   98% | 7517MB
51951, gpu_percent:   98% | 7517MB
51952, gpu_percent:   98% | 7517MB
51953, gpu_percent:   98% | 7517MB
51954, gpu_percent:   98% | 7517MB
51955, gpu_percent:   98% | 7517MB
51956, gpu_percent:   98% | 7517MB
51957, gpu_percent:   98% | 7517MB
51958, gpu_percent:   98% | 7517MB
51959, gpu_percent:   99% | 7517MB
51960, gpu_percent:   98% | 7517MB
51961, gpu_percent:   98% | 7517MB
51962, gpu_percent:   98% | 7517MB
51963, gpu_percent:   98% | 7517MB
51964, gpu_percent:   98% | 7517MB
51965, gpu_percent:   98% | 7517MB
51966, gpu_percent:   98% | 7517MB
51967, gpu_percent:   99% | 7517MB
51968, gpu_percent:   98% | 7517MB
51969, gpu_percent:   98% | 7517MB
51970, gpu_percent:   98% | 7517MB
51971, gpu_percent:   98% | 7517MB
51972, gpu_percent:   98% | 7517MB
51973, gpu_percent:   98% | 7517MB
51974, gpu_percent:   98% | 7517MB
51975, gpu_percent:   98% | 7517MB
51976, gpu_percent:   98% | 7517MB
51977, gpu_percent:   98% | 7517MB
51978, gpu_percent:   98% | 7517MB
51979, gpu_percent:   98% | 7517MB
51980, gpu_percent:   98% | 7517MB
51981, gpu_percent:   98% | 7517MB
51982, gpu_percent:   99% | 7517MB
51983, gpu_percent:   98% | 7517MB
51984, gpu_percent:   98% | 7517MB
51985, gpu_percent:   98% | 7517MB
51986, gpu_percent:   98% | 7517MB
51987, gpu_percent:   98% | 7517MB
51988, gpu_percent:   98% | 7517MB
51989, gpu_percent:   98% | 7517MB
51990, gpu_percent:   99% | 7517MB
51991, gpu_percent:   98% | 7517MB
51992, gpu_percent:   98% | 7517MB
51993, gpu_percent:   98% | 7517MB
51994, gpu_percent:   98% | 7517MB
51995, gpu_percent:   98% | 7517MB
51996, gpu_percent:   98% | 7517MB
51997, gpu_percent:   98% | 7517MB
51998, gpu_percent:   98% | 7517MB
51999, gpu_percent:   98% | 7517MB
52000, gpu_percent:   98% | 7517MB
52001, gpu_percent:   98% | 7517MB
52002, gpu_percent:   98% | 7517MB
52003, gpu_percent:   98% | 7517MB
52004, gpu_percent:   98% | 7517MB
52005, gpu_percent:   98% | 7517MB
52006, gpu_percent:   98% | 7517MB
52007, gpu_percent:   99% | 7517MB
52008, gpu_percent:   98% | 7517MB
52009, gpu_percent:   98% | 7517MB
52010, gpu_percent:   98% | 7517MB
52011, gpu_percent:   98% | 7517MB
52012, gpu_percent:   98% | 7517MB
52013, gpu_percent:   98% | 7517MB
52014, gpu_percent:   98% | 7517MB
52015, gpu_percent:   98% | 7517MB
52016, gpu_percent:   98% | 7517MB
52017, gpu_percent:   98% | 7517MB
52018, gpu_percent:   98% | 7517MB
52019, gpu_percent:   99% | 7517MB
52020, gpu_percent:   98% | 7517MB
52021, gpu_percent:   98% | 7517MB
52022, gpu_percent:   98% | 7517MB
52023, gpu_percent:   98% | 7517MB
52024, gpu_percent:   98% | 7517MB
52025, gpu_percent:   98% | 7517MB
52026, gpu_percent:   98% | 7517MB
52027, gpu_percent:   98% | 7517MB
52028, gpu_percent:   98% | 7517MB
52029, gpu_percent:   98% | 7517MB
52030, gpu_percent:   98% | 7517MB
52031, gpu_percent:   98% | 7517MB
52032, gpu_percent:   98% | 7517MB
52033, gpu_percent:   98% | 7517MB
52034, gpu_percent:   98% | 7517MB
52035, gpu_percent:   98% | 7517MB
52036, gpu_percent:   98% | 7517MB
52037, gpu_percent:   98% | 7517MB
52038, gpu_percent:   98% | 7517MB
52039, gpu_percent:   98% | 7517MB
52040, gpu_percent:   98% | 7517MB
52041, gpu_percent:   98% | 7517MB
52042, gpu_percent:   98% | 7517MB
52043, gpu_percent:   98% | 7517MB
52044, gpu_percent:   98% | 7517MB
52045, gpu_percent:   98% | 7517MB
52046, gpu_percent:   92% | 7517MB
52047, gpu_percent:   92% | 7517MB
52048, gpu_percent:   94% | 7517MB
52049, gpu_percent:   98% | 7517MB
52050, gpu_percent:   98% | 7517MB
52051, gpu_percent:   98% | 7517MB
52052, gpu_percent:   98% | 7517MB
52053, gpu_percent:   98% | 7517MB
52054, gpu_percent:   98% | 7517MB
52055, gpu_percent:   98% | 7517MB
52056, gpu_percent:   98% | 7517MB
52057, gpu_percent:   98% | 7517MB
52058, gpu_percent:   98% | 7517MB
52059, gpu_percent:   98% | 7517MB
52060, gpu_percent:   99% | 7517MB
52061, gpu_percent:   98% | 7517MB
52062, gpu_percent:   98% | 7517MB
52063, gpu_percent:   98% | 7517MB
52064, gpu_percent:   98% | 7517MB
52065, gpu_percent:   98% | 7517MB
52066, gpu_percent:   98% | 7517MB
52067, gpu_percent:   98% | 7517MB
52068, gpu_percent:   98% | 7517MB
52069, gpu_percent:   98% | 7517MB
52070, gpu_percent:   98% | 7517MB
52071, gpu_percent:   99% | 7517MB
52072, gpu_percent:   98% | 7517MB
52073, gpu_percent:   98% | 7517MB
52074, gpu_percent:   98% | 7517MB
52075, gpu_percent:   98% | 7517MB
52076, gpu_percent:   99% | 7517MB
52077, gpu_percent:   98% | 7517MB
52078, gpu_percent:   98% | 7517MB
52079, gpu_percent:   99% | 7517MB
52080, gpu_percent:   98% | 7517MB
52081, gpu_percent:   98% | 7517MB
52082, gpu_percent:   99% | 7517MB
52083, gpu_percent:   98% | 7517MB
52084, gpu_percent:   98% | 7517MB
52085, gpu_percent:   98% | 7517MB
52086, gpu_percent:   98% | 7517MB
52087, gpu_percent:   99% | 7517MB
52088, gpu_percent:   98% | 7517MB
52089, gpu_percent:   98% | 7517MB
52090, gpu_percent:   98% | 7517MB
52091, gpu_percent:   98% | 7517MB
52092, gpu_percent:   99% | 7517MB
52093, gpu_percent:   98% | 7517MB
52094, gpu_percent:   98% | 7517MB
52095, gpu_percent:   98% | 7517MB
52096, gpu_percent:   98% | 7517MB
52097, gpu_percent:   98% | 7517MB
52098, gpu_percent:   98% | 7517MB
52099, gpu_percent:   98% | 7517MB
52100, gpu_percent:   98% | 7517MB
52101, gpu_percent:   98% | 7517MB
52102, gpu_percent:   98% | 7517MB
52103, gpu_percent:   98% | 7517MB
52104, gpu_percent:   98% | 7517MB
52105, gpu_percent:   98% | 7517MB
52106, gpu_percent:   98% | 7517MB
52107, gpu_percent:   98% | 7517MB
52108, gpu_percent:   98% | 7517MB
52109, gpu_percent:   98% | 7517MB
52110, gpu_percent:   98% | 7517MB
52111, gpu_percent:   98% | 7517MB
52112, gpu_percent:   98% | 7517MB
52113, gpu_percent:   98% | 7517MB
52114, gpu_percent:   98% | 7517MB
52115, gpu_percent:   98% | 7517MB
52116, gpu_percent:   98% | 7517MB
52117, gpu_percent:   98% | 7517MB
52118, gpu_percent:   98% | 7517MB
52119, gpu_percent:   98% | 7517MB
52120, gpu_percent:   98% | 7517MB
52121, gpu_percent:   98% | 7517MB
52122, gpu_percent:   98% | 7517MB
52123, gpu_percent:   98% | 7517MB
52124, gpu_percent:   98% | 7517MB
52125, gpu_percent:   98% | 7517MB
52126, gpu_percent:   99% | 7517MB
52127, gpu_percent:   99% | 7517MB
52128, gpu_percent:   98% | 7517MB
52129, gpu_percent:   98% | 7517MB
52130, gpu_percent:   98% | 7517MB
52131, gpu_percent:   98% | 7517MB
52132, gpu_percent:   98% | 7517MB
52133, gpu_percent:   98% | 7517MB
52134, gpu_percent:   98% | 7517MB
52135, gpu_percent:   98% | 7517MB
52136, gpu_percent:   98% | 7517MB
52137, gpu_percent:   98% | 7517MB
52138, gpu_percent:   98% | 7517MB
52139, gpu_percent:   98% | 7517MB
52140, gpu_percent:   98% | 7517MB
52141, gpu_percent:   98% | 7517MB
52142, gpu_percent:   98% | 7517MB
52143, gpu_percent:   98% | 7517MB
52144, gpu_percent:   98% | 7517MB
52145, gpu_percent:   98% | 7517MB
52146, gpu_percent:   98% | 7517MB
52147, gpu_percent:   98% | 7517MB
52148, gpu_percent:   98% | 7517MB
52149, gpu_percent:   99% | 7517MB
52150, gpu_percent:   98% | 7517MB
52151, gpu_percent:   99% | 7517MB
52152, gpu_percent:   98% | 7517MB
52153, gpu_percent:   98% | 7517MB
52154, gpu_percent:   98% | 7517MB
52155, gpu_percent:   98% | 7517MB
52156, gpu_percent:   98% | 7517MB
52157, gpu_percent:   98% | 7517MB
52158, gpu_percent:   98% | 7517MB
52159, gpu_percent:   98% | 7517MB
52160, gpu_percent:   98% | 7517MB
52161, gpu_percent:   98% | 7517MB
52162, gpu_percent:   98% | 7517MB
52163, gpu_percent:   98% | 7517MB
52164, gpu_percent:   98% | 7517MB
52165, gpu_percent:   98% | 7517MB
52166, gpu_percent:   98% | 7517MB
52167, gpu_percent:   98% | 7517MB
52168, gpu_percent:   99% | 7517MB
52169, gpu_percent:   98% | 7517MB
52170, gpu_percent:   98% | 7517MB
52171, gpu_percent:   98% | 7517MB
52172, gpu_percent:   98% | 7517MB
52173, gpu_percent:   98% | 7517MB
52174, gpu_percent:   99% | 7517MB
52175, gpu_percent:   99% | 7517MB
52176, gpu_percent:   98% | 7517MB
52177, gpu_percent:   98% | 7517MB
52178, gpu_percent:   98% | 7517MB
52179, gpu_percent:   98% | 7517MB
52180, gpu_percent:   98% | 7517MB
52181, gpu_percent:   98% | 7517MB
52182, gpu_percent:   98% | 7517MB
52183, gpu_percent:   99% | 7517MB
52184, gpu_percent:   98% | 7517MB
52185, gpu_percent:   99% | 7517MB
52186, gpu_percent:   98% | 7517MB
52187, gpu_percent:   98% | 7517MB
52188, gpu_percent:   98% | 7517MB
52189, gpu_percent:   98% | 7517MB
52190, gpu_percent:   98% | 7517MB
52191, gpu_percent:   98% | 7517MB
52192, gpu_percent:   98% | 7517MB
52193, gpu_percent:   99% | 7517MB
52194, gpu_percent:   98% | 7517MB
52195, gpu_percent:   99% | 7517MB
52196, gpu_percent:   98% | 7517MB
52197, gpu_percent:   99% | 7517MB
52198, gpu_percent:   98% | 7517MB
52199, gpu_percent:   98% | 7517MB
52200, gpu_percent:   98% | 7517MB
52201, gpu_percent:   98% | 7517MB
52202, gpu_percent:   98% | 7517MB
52203, gpu_percent:   98% | 7517MB
52204, gpu_percent:   98% | 7517MB
52205, gpu_percent:   98% | 7517MB
52206, gpu_percent:   98% | 7517MB
52207, gpu_percent:   98% | 7517MB
52208, gpu_percent:   98% | 7517MB
52209, gpu_percent:   98% | 7517MB
52210, gpu_percent:   98% | 7517MB
52211, gpu_percent:   98% | 7517MB
52212, gpu_percent:   98% | 7517MB
52213, gpu_percent:   99% | 7517MB
52214, gpu_percent:   98% | 7517MB
52215, gpu_percent:   98% | 7517MB
52216, gpu_percent:   98% | 7517MB
52217, gpu_percent:   98% | 7517MB
52218, gpu_percent:   98% | 7517MB
52219, gpu_percent:   98% | 7517MB
52220, gpu_percent:   98% | 7517MB
52221, gpu_percent:   98% | 7517MB
52222, gpu_percent:   98% | 7517MB
52223, gpu_percent:   98% | 7517MB
52224, gpu_percent:   98% | 7517MB
52225, gpu_percent:   98% | 7517MB
52226, gpu_percent:   98% | 7517MB
52227, gpu_percent:   98% | 7517MB
52228, gpu_percent:   98% | 7517MB
52229, gpu_percent:   98% | 7517MB
52230, gpu_percent:   98% | 7517MB
52231, gpu_percent:   98% | 7517MB
52232, gpu_percent:   98% | 7517MB
52233, gpu_percent:   98% | 7517MB
52234, gpu_percent:   99% | 7517MB
52235, gpu_percent:   98% | 7517MB
52236, gpu_percent:   98% | 7517MB
52237, gpu_percent:   98% | 7517MB
52238, gpu_percent:   98% | 7517MB
52239, gpu_percent:   98% | 7517MB
52240, gpu_percent:   98% | 7517MB
52241, gpu_percent:   98% | 7517MB
52242, gpu_percent:   98% | 7517MB
52243, gpu_percent:   98% | 7517MB
52244, gpu_percent:   98% | 7517MB
52245, gpu_percent:   98% | 7517MB
52246, gpu_percent:   99% | 7517MB
52247, gpu_percent:   98% | 7517MB
52248, gpu_percent:   98% | 7517MB
52249, gpu_percent:   98% | 7517MB
52250, gpu_percent:   99% | 7517MB
52251, gpu_percent:   98% | 7517MB
52252, gpu_percent:   98% | 7517MB
52253, gpu_percent:   98% | 7517MB
52254, gpu_percent:   98% | 7517MB
52255, gpu_percent:   98% | 7517MB
52256, gpu_percent:   98% | 7517MB
52257, gpu_percent:   98% | 7517MB
52258, gpu_percent:   98% | 7517MB
52259, gpu_percent:   98% | 7517MB
52260, gpu_percent:   98% | 7517MB
52261, gpu_percent:   98% | 7517MB
52262, gpu_percent:   98% | 7517MB
52263, gpu_percent:   98% | 7517MB
52264, gpu_percent:   98% | 7517MB
52265, gpu_percent:   98% | 7517MB
52266, gpu_percent:   99% | 7517MB
52267, gpu_percent:   98% | 7517MB
52268, gpu_percent:   98% | 7517MB
52269, gpu_percent:   99% | 7517MB
52270, gpu_percent:   98% | 7517MB
52271, gpu_percent:   98% | 7517MB
52272, gpu_percent:   98% | 7517MB
52273, gpu_percent:   98% | 7517MB
52274, gpu_percent:   98% | 7517MB
52275, gpu_percent:   98% | 7517MB
52276, gpu_percent:   98% | 7517MB
52277, gpu_percent:   98% | 7517MB
52278, gpu_percent:   98% | 7517MB
52279, gpu_percent:   98% | 7517MB
52280, gpu_percent:   98% | 7517MB
52281, gpu_percent:   98% | 7517MB
52282, gpu_percent:   98% | 7517MB
52283, gpu_percent:   98% | 7517MB
52284, gpu_percent:   98% | 7517MB
52285, gpu_percent:   98% | 7517MB
52286, gpu_percent:   99% | 7517MB
52287, gpu_percent:   98% | 7517MB
52288, gpu_percent:   98% | 7517MB
52289, gpu_percent:   98% | 7517MB
52290, gpu_percent:   98% | 7517MB
52291, gpu_percent:   98% | 7517MB
52292, gpu_percent:   99% | 7517MB
52293, gpu_percent:   97% | 7517MB
52294, gpu_percent:   99% | 7517MB
52295, gpu_percent:   98% | 7517MB
52296, gpu_percent:   98% | 7517MB
52297, gpu_percent:   98% | 7517MB
52298, gpu_percent:   98% | 7517MB
52299, gpu_percent:   98% | 7517MB
52300, gpu_percent:   98% | 7517MB
52301, gpu_percent:   98% | 7517MB
52302, gpu_percent:   98% | 7517MB
52303, gpu_percent:   98% | 7517MB
52304, gpu_percent:   98% | 7517MB
52305, gpu_percent:   98% | 7517MB
52306, gpu_percent:   98% | 7517MB
52307, gpu_percent:   98% | 7517MB
52308, gpu_percent:   98% | 7517MB
52309, gpu_percent:   98% | 7517MB
52310, gpu_percent:   98% | 7517MB
52311, gpu_percent:   98% | 7517MB
52312, gpu_percent:   98% | 7517MB
52313, gpu_percent:   98% | 7517MB
52314, gpu_percent:   98% | 7517MB
52315, gpu_percent:   98% | 7517MB
52316, gpu_percent:   98% | 7517MB
52317, gpu_percent:   98% | 7517MB
52318, gpu_percent:   98% | 7517MB
52319, gpu_percent:   98% | 7517MB
52320, gpu_percent:   98% | 7517MB
52321, gpu_percent:   97% | 7517MB
52322, gpu_percent:   98% | 7517MB
52323, gpu_percent:   98% | 7517MB
52324, gpu_percent:   98% | 7517MB
52325, gpu_percent:   98% | 7517MB
52326, gpu_percent:   98% | 7517MB
52327, gpu_percent:   98% | 7517MB
52328, gpu_percent:   98% | 7517MB
52329, gpu_percent:   98% | 7517MB
52330, gpu_percent:   98% | 7517MB
52331, gpu_percent:   98% | 7517MB
52332, gpu_percent:   99% | 7517MB
52333, gpu_percent:   98% | 7517MB
52334, gpu_percent:   98% | 7517MB
52335, gpu_percent:   98% | 7517MB
52336, gpu_percent:   98% | 7517MB
52337, gpu_percent:   98% | 7517MB
52338, gpu_percent:   98% | 7517MB
52339, gpu_percent:   98% | 7517MB
52340, gpu_percent:   98% | 7517MB
52341, gpu_percent:   98% | 7517MB
52342, gpu_percent:   98% | 7517MB
52343, gpu_percent:   98% | 7517MB
52344, gpu_percent:   98% | 7517MB
52345, gpu_percent:   98% | 7517MB
52346, gpu_percent:   98% | 7517MB
52347, gpu_percent:   98% | 7517MB
52348, gpu_percent:   98% | 7517MB
52349, gpu_percent:   98% | 7517MB
52350, gpu_percent:   98% | 7517MB
52351, gpu_percent:   98% | 7517MB
52352, gpu_percent:   98% | 7517MB
52353, gpu_percent:   98% | 7517MB
52354, gpu_percent:   98% | 7517MB
52355, gpu_percent:   98% | 7517MB
52356, gpu_percent:   98% | 7517MB
52357, gpu_percent:   98% | 7517MB
52358, gpu_percent:   98% | 7517MB
52359, gpu_percent:   98% | 7517MB
52360, gpu_percent:   98% | 7517MB
52361, gpu_percent:   98% | 7517MB
52362, gpu_percent:   98% | 7517MB
52363, gpu_percent:   98% | 7517MB
52364, gpu_percent:   98% | 7517MB
52365, gpu_percent:   98% | 7517MB
52366, gpu_percent:   98% | 7517MB
52367, gpu_percent:   98% | 7517MB
52368, gpu_percent:   98% | 7517MB
52369, gpu_percent:   98% | 7517MB
52370, gpu_percent:   98% | 7517MB
52371, gpu_percent:   98% | 7517MB
52372, gpu_percent:   98% | 7517MB
52373, gpu_percent:   98% | 7517MB
52374, gpu_percent:   98% | 7517MB
52375, gpu_percent:   98% | 7517MB
52376, gpu_percent:   98% | 7517MB
52377, gpu_percent:   98% | 7517MB
52378, gpu_percent:   98% | 7517MB
52379, gpu_percent:   98% | 7517MB
52380, gpu_percent:   98% | 7517MB
52381, gpu_percent:   98% | 7517MB
52382, gpu_percent:   98% | 7517MB
52383, gpu_percent:   98% | 7517MB
52384, gpu_percent:   98% | 7517MB
52385, gpu_percent:   98% | 7517MB
52386, gpu_percent:   98% | 7517MB
52387, gpu_percent:   98% | 7517MB
52388, gpu_percent:   98% | 7517MB
52389, gpu_percent:   98% | 7517MB
52390, gpu_percent:   99% | 7517MB
52391, gpu_percent:   98% | 7517MB
52392, gpu_percent:   98% | 7517MB
52393, gpu_percent:   98% | 7517MB
52394, gpu_percent:   98% | 7517MB
52395, gpu_percent:   97% | 7517MB
52396, gpu_percent:   98% | 7517MB
52397, gpu_percent:   98% | 7517MB
52398, gpu_percent:   98% | 7517MB
52399, gpu_percent:   98% | 7517MB
52400, gpu_percent:   98% | 7517MB
52401, gpu_percent:   98% | 7517MB
52402, gpu_percent:   98% | 7517MB
52403, gpu_percent:   98% | 7517MB
52404, gpu_percent:   98% | 7517MB
52405, gpu_percent:   98% | 7517MB
52406, gpu_percent:   98% | 7517MB
52407, gpu_percent:   98% | 7517MB
52408, gpu_percent:   98% | 7517MB
52409, gpu_percent:   98% | 7517MB
52410, gpu_percent:   98% | 7517MB
52411, gpu_percent:   98% | 7517MB
52412, gpu_percent:   98% | 7517MB
52413, gpu_percent:   98% | 7517MB
52414, gpu_percent:   98% | 7517MB
52415, gpu_percent:   98% | 7517MB
52416, gpu_percent:   98% | 7517MB
52417, gpu_percent:   98% | 7517MB
52418, gpu_percent:   98% | 7517MB
52419, gpu_percent:   98% | 7517MB
52420, gpu_percent:   98% | 7517MB
52421, gpu_percent:   98% | 7517MB
52422, gpu_percent:   98% | 7517MB
52423, gpu_percent:   99% | 7517MB
52424, gpu_percent:   98% | 7517MB
52425, gpu_percent:   99% | 7517MB
52426, gpu_percent:   98% | 7517MB
52427, gpu_percent:   99% | 7517MB
52428, gpu_percent:   98% | 7517MB
52429, gpu_percent:   98% | 7517MB
52430, gpu_percent:   98% | 7517MB
52431, gpu_percent:   98% | 7517MB
52432, gpu_percent:   98% | 7517MB
52433, gpu_percent:   98% | 7517MB
52434, gpu_percent:   99% | 7517MB
52435, gpu_percent:   98% | 7517MB
52436, gpu_percent:   98% | 7517MB
52437, gpu_percent:   98% | 7517MB
52438, gpu_percent:   98% | 7517MB
52439, gpu_percent:   98% | 7517MB
52440, gpu_percent:   98% | 7517MB
52441, gpu_percent:   98% | 7517MB
52442, gpu_percent:   98% | 7517MB
52443, gpu_percent:   99% | 7517MB
52444, gpu_percent:   98% | 7517MB
52445, gpu_percent:   98% | 7517MB
52446, gpu_percent:   98% | 7517MB
52447, gpu_percent:   98% | 7517MB
52448, gpu_percent:   98% | 7517MB
52449, gpu_percent:   98% | 7517MB
52450, gpu_percent:   98% | 7517MB
52451, gpu_percent:   98% | 7517MB
52452, gpu_percent:   98% | 7517MB
52453, gpu_percent:   98% | 7517MB
52454, gpu_percent:   98% | 7517MB
52455, gpu_percent:   98% | 7517MB
52456, gpu_percent:   99% | 7517MB
52457, gpu_percent:   98% | 7517MB
52458, gpu_percent:   98% | 7517MB
52459, gpu_percent:   99% | 7517MB
52460, gpu_percent:   98% | 7517MB
52461, gpu_percent:   98% | 7517MB
52462, gpu_percent:   98% | 7517MB
52463, gpu_percent:   98% | 7517MB
52464, gpu_percent:   98% | 7517MB
52465, gpu_percent:   98% | 7517MB
52466, gpu_percent:   98% | 7517MB
52467, gpu_percent:   98% | 7517MB
52468, gpu_percent:   98% | 7517MB
52469, gpu_percent:   98% | 7517MB
52470, gpu_percent:   98% | 7517MB
52471, gpu_percent:   99% | 7517MB
52472, gpu_percent:   98% | 7517MB
52473, gpu_percent:   98% | 7517MB
52474, gpu_percent:   98% | 7517MB
52475, gpu_percent:   98% | 7517MB
52476, gpu_percent:   98% | 7517MB
52477, gpu_percent:   98% | 7517MB
