1, gpu_percent:   38% | 7517MB
7394, gpu_percent:   99% | 7517MB
7395, gpu_percent:   99% | 7517MB
7396, gpu_percent:   99% | 7517MB
7397, gpu_percent:   99% | 7517MB
7398, gpu_percent:   99% | 7517MB
7399, gpu_percent:   99% | 7517MB
7400, gpu_percent:   99% | 7517MB
7401, gpu_percent:   99% | 7517MB
7402, gpu_percent:  100% | 7517MB
7403, gpu_percent:   99% | 7517MB
7404, gpu_percent:   99% | 7517MB
7405, gpu_percent:   99% | 7517MB
7406, gpu_percent:  100% | 7517MB
7407, gpu_percent:   99% | 7517MB
7408, gpu_percent:   99% | 7517MB
7409, gpu_percent:   99% | 7517MB
7410, gpu_percent:  100% | 7517MB
7411, gpu_percent:   99% | 7517MB
7412, gpu_percent:   99% | 7517MB
7413, gpu_percent:  100% | 7517MB
7414, gpu_percent:   99% | 7517MB
7415, gpu_percent:   99% | 7517MB
7416, gpu_percent:   99% | 7517MB
7417, gpu_percent:   97% | 7517MB
7418, gpu_percent:   99% | 7517MB
7419, gpu_percent:   99% | 7517MB
7420, gpu_percent:   99% | 7517MB
7421, gpu_percent:  100% | 7517MB
7422, gpu_percent:   99% | 7517MB
7423, gpu_percent:   99% | 7517MB
7424, gpu_percent:  100% | 7517MB
7425, gpu_percent:   97% | 7517MB
7426, gpu_percent:   97% | 7517MB
7427, gpu_percent:   96% | 7517MB
7428, gpu_percent:   99% | 7517MB
7429, gpu_percent:   99% | 7517MB
7430, gpu_percent:   99% | 7517MB
7431, gpu_percent:   99% | 7517MB
7432, gpu_percent:  100% | 7517MB
7433, gpu_percent:   99% | 7517MB
7434, gpu_percent:   99% | 7517MB
7435, gpu_percent:   99% | 7517MB
7436, gpu_percent:  100% | 7517MB
7437, gpu_percent:   99% | 7517MB
7438, gpu_percent:   99% | 7517MB
7439, gpu_percent:  100% | 7517MB
7440, gpu_percent:   99% | 7517MB
7441, gpu_percent:   99% | 7517MB
7442, gpu_percent:   99% | 7517MB
7443, gpu_percent:   99% | 7517MB
7444, gpu_percent:   99% | 7517MB
7445, gpu_percent:   99% | 7517MB
7446, gpu_percent:   99% | 7517MB
7447, gpu_percent:  100% | 7517MB
7448, gpu_percent:   99% | 7517MB
7449, gpu_percent:   99% | 7517MB
7450, gpu_percent:   99% | 7517MB
7451, gpu_percent:  100% | 7517MB
7452, gpu_percent:   99% | 7517MB
7453, gpu_percent:   99% | 7517MB
7454, gpu_percent:   99% | 7517MB
7455, gpu_percent:  100% | 7517MB
7456, gpu_percent:   99% | 7517MB
7457, gpu_percent:   99% | 7517MB
7458, gpu_percent:  100% | 7517MB
7459, gpu_percent:   99% | 7517MB
7460, gpu_percent:   99% | 7517MB
7461, gpu_percent:   99% | 7517MB
7462, gpu_percent:   99% | 7517MB
7463, gpu_percent:   99% | 7517MB
7464, gpu_percent:   99% | 7517MB
7465, gpu_percent:   99% | 7517MB
7466, gpu_percent:  100% | 7517MB
7467, gpu_percent:   99% | 7517MB
7468, gpu_percent:   99% | 7517MB
7469, gpu_percent:   99% | 7517MB
7470, gpu_percent:  100% | 7517MB
7471, gpu_percent:   99% | 7517MB
7472, gpu_percent:   99% | 7517MB
7473, gpu_percent:   99% | 7517MB
7474, gpu_percent:   99% | 7517MB
7475, gpu_percent:   99% | 7517MB
7476, gpu_percent:   99% | 7517MB
7477, gpu_percent:   99% | 7517MB
7478, gpu_percent:   97% | 7517MB
7479, gpu_percent:   99% | 7517MB
7480, gpu_percent:   99% | 7517MB
7481, gpu_percent:  100% | 7517MB
7482, gpu_percent:   99% | 7517MB
7483, gpu_percent:   99% | 7517MB
7484, gpu_percent:   99% | 7517MB
7485, gpu_percent:   99% | 7517MB
7486, gpu_percent:   99% | 7517MB
7487, gpu_percent:   99% | 7517MB
7488, gpu_percent:  100% | 7517MB
7489, gpu_percent:   99% | 7517MB
7490, gpu_percent:   99% | 7517MB
7491, gpu_percent:   99% | 7517MB
7492, gpu_percent:  100% | 7517MB
7493, gpu_percent:   99% | 7517MB
7494, gpu_percent:   99% | 7517MB
7495, gpu_percent:  100% | 7517MB
7496, gpu_percent:   99% | 7517MB
7497, gpu_percent:   99% | 7517MB
7498, gpu_percent:   99% | 7517MB
7499, gpu_percent:  100% | 7517MB
7500, gpu_percent:   99% | 7517MB
7501, gpu_percent:   99% | 7517MB
7502, gpu_percent:   99% | 7517MB
7503, gpu_percent:  100% | 7517MB
7504, gpu_percent:   99% | 7517MB
7505, gpu_percent:   99% | 7517MB
7506, gpu_percent:   99% | 7517MB
7507, gpu_percent:  100% | 7517MB
7508, gpu_percent:   99% | 7517MB
7509, gpu_percent:   98% | 7517MB
7510, gpu_percent:   97% | 7517MB
7511, gpu_percent:   96% | 7517MB
7512, gpu_percent:   99% | 7517MB
7513, gpu_percent:   99% | 7517MB
7514, gpu_percent:   99% | 7517MB
7515, gpu_percent:  100% | 7517MB
7516, gpu_percent:   99% | 7517MB
7517, gpu_percent:   99% | 7517MB
7518, gpu_percent:  100% | 7517MB
7519, gpu_percent:   99% | 7517MB
7520, gpu_percent:   99% | 7517MB
7521, gpu_percent:   99% | 7517MB
7522, gpu_percent:  100% | 7517MB
7523, gpu_percent:   99% | 7517MB
7524, gpu_percent:   99% | 7517MB
7525, gpu_percent:   99% | 7517MB
7526, gpu_percent:  100% | 7517MB
7527, gpu_percent:   99% | 7517MB
7528, gpu_percent:   99% | 7517MB
7529, gpu_percent:   99% | 7517MB
7530, gpu_percent:  100% | 7517MB
7531, gpu_percent:   99% | 7517MB
7532, gpu_percent:   99% | 7517MB
7533, gpu_percent:   99% | 7517MB
7534, gpu_percent:   99% | 7517MB
7535, gpu_percent:   99% | 7517MB
7536, gpu_percent:   99% | 7517MB
7537, gpu_percent:  100% | 7517MB
7538, gpu_percent:   99% | 7517MB
7539, gpu_percent:   99% | 7517MB
7540, gpu_percent:   99% | 7517MB
7541, gpu_percent:   99% | 7517MB
7542, gpu_percent:   99% | 7517MB
7543, gpu_percent:   99% | 7517MB
7544, gpu_percent:  100% | 7517MB
7545, gpu_percent:   99% | 7517MB
7546, gpu_percent:   98% | 7517MB
7547, gpu_percent:   99% | 7517MB
7548, gpu_percent:  100% | 7517MB
7549, gpu_percent:   99% | 7517MB
7550, gpu_percent:   99% | 7517MB
7551, gpu_percent:  100% | 7517MB
7552, gpu_percent:   99% | 7517MB
7553, gpu_percent:   99% | 7517MB
7554, gpu_percent:   99% | 7517MB
7555, gpu_percent:   94% | 7517MB
7556, gpu_percent:   99% | 7517MB
7557, gpu_percent:   99% | 7517MB
7558, gpu_percent:   99% | 7517MB
7559, gpu_percent:  100% | 7517MB
7560, gpu_percent:   99% | 7517MB
7561, gpu_percent:   99% | 7517MB
7562, gpu_percent:   99% | 7517MB
7563, gpu_percent:  100% | 7517MB
7564, gpu_percent:   99% | 7517MB
7565, gpu_percent:   99% | 7517MB
7566, gpu_percent:  100% | 7517MB
7567, gpu_percent:   99% | 7517MB
7568, gpu_percent:   99% | 7517MB
7569, gpu_percent:   99% | 7517MB
7570, gpu_percent:  100% | 7517MB
7571, gpu_percent:   99% | 7517MB
7572, gpu_percent:   99% | 7517MB
7573, gpu_percent:   99% | 7517MB
7574, gpu_percent:  100% | 7517MB
7575, gpu_percent:   99% | 7517MB
7576, gpu_percent:   99% | 7517MB
7577, gpu_percent:   99% | 7517MB
7578, gpu_percent:  100% | 7517MB
7579, gpu_percent:   99% | 7517MB
7580, gpu_percent:   99% | 7517MB
7581, gpu_percent:   99% | 7517MB
7582, gpu_percent:   99% | 7517MB
7583, gpu_percent:   99% | 7517MB
7584, gpu_percent:   99% | 7517MB
7585, gpu_percent:   99% | 7517MB
7586, gpu_percent:  100% | 7517MB
7587, gpu_percent:   99% | 7517MB
7588, gpu_percent:   99% | 7517MB
7589, gpu_percent:  100% | 7517MB
7590, gpu_percent:   99% | 7517MB
7591, gpu_percent:   99% | 7517MB
7592, gpu_percent:  100% | 7517MB
7593, gpu_percent:   99% | 7517MB
7594, gpu_percent:   97% | 7517MB
7595, gpu_percent:   97% | 7517MB
7596, gpu_percent:   99% | 7517MB
7597, gpu_percent:   99% | 7517MB
7598, gpu_percent:   99% | 7517MB
7599, gpu_percent:   99% | 7517MB
7600, gpu_percent:  100% | 7517MB
7601, gpu_percent:   99% | 7517MB
7602, gpu_percent:   99% | 7517MB
7603, gpu_percent:   99% | 7517MB
7604, gpu_percent:   96% | 7517MB
7605, gpu_percent:   99% | 7517MB
7606, gpu_percent:   99% | 7517MB
7607, gpu_percent:  100% | 7517MB
7608, gpu_percent:   99% | 7517MB
7609, gpu_percent:   99% | 7517MB
7610, gpu_percent:   99% | 7517MB
7611, gpu_percent:  100% | 7517MB
7612, gpu_percent:   99% | 7517MB
7613, gpu_percent:   99% | 7517MB
7614, gpu_percent:   99% | 7517MB
7615, gpu_percent:   98% | 7517MB
7616, gpu_percent:   99% | 7517MB
7617, gpu_percent:   99% | 7517MB
7618, gpu_percent:   99% | 7517MB
7619, gpu_percent:  100% | 7517MB
7620, gpu_percent:   99% | 7517MB
7621, gpu_percent:   99% | 7517MB
7622, gpu_percent:   99% | 7517MB
7623, gpu_percent:  100% | 7517MB
7624, gpu_percent:   99% | 7517MB
7625, gpu_percent:   99% | 7517MB
7626, gpu_percent:   99% | 7517MB
7627, gpu_percent:  100% | 7517MB
7628, gpu_percent:   99% | 7517MB
7629, gpu_percent:   99% | 7517MB
7630, gpu_percent:   99% | 7517MB
7631, gpu_percent:  100% | 7517MB
7632, gpu_percent:   99% | 7517MB
7633, gpu_percent:   99% | 7517MB
7634, gpu_percent:   99% | 7517MB
7635, gpu_percent:  100% | 7517MB
7636, gpu_percent:   99% | 7517MB
7637, gpu_percent:   99% | 7517MB
7638, gpu_percent:   99% | 7517MB
7639, gpu_percent:   99% | 7517MB
7640, gpu_percent:   99% | 7517MB
7641, gpu_percent:   99% | 7517MB
7642, gpu_percent:  100% | 7517MB
7643, gpu_percent:   99% | 7517MB
7644, gpu_percent:   99% | 7517MB
7645, gpu_percent:   99% | 7517MB
7646, gpu_percent:   99% | 7517MB
7647, gpu_percent:   99% | 7517MB
7648, gpu_percent:   99% | 7517MB
7649, gpu_percent:  100% | 7517MB
7650, gpu_percent:   99% | 7517MB
7651, gpu_percent:   99% | 7517MB
7652, gpu_percent:   99% | 7517MB
7653, gpu_percent:  100% | 7517MB
7654, gpu_percent:   99% | 7517MB
7655, gpu_percent:   99% | 7517MB
7656, gpu_percent:   99% | 7517MB
7657, gpu_percent:  100% | 7517MB
7658, gpu_percent:   99% | 7517MB
7659, gpu_percent:   99% | 7517MB
7660, gpu_percent:   99% | 7517MB
7661, gpu_percent:   97% | 7517MB
7662, gpu_percent:   99% | 7517MB
7663, gpu_percent:   99% | 7517MB
7664, gpu_percent:   99% | 7517MB
7665, gpu_percent:   99% | 7517MB
7666, gpu_percent:   99% | 7517MB
7667, gpu_percent:   99% | 7517MB
7668, gpu_percent:  100% | 7517MB
7669, gpu_percent:   99% | 7517MB
7670, gpu_percent:   99% | 7517MB
7671, gpu_percent:   99% | 7517MB
7672, gpu_percent:  100% | 7517MB
7673, gpu_percent:   99% | 7517MB
7674, gpu_percent:   99% | 7517MB
7675, gpu_percent:   99% | 7517MB
7676, gpu_percent:  100% | 7517MB
7677, gpu_percent:   99% | 7517MB
7678, gpu_percent:   97% | 7517MB
7679, gpu_percent:   97% | 7517MB
7680, gpu_percent:   99% | 7517MB
7681, gpu_percent:  100% | 7517MB
7682, gpu_percent:   99% | 7517MB
7683, gpu_percent:   99% | 7517MB
7684, gpu_percent:  100% | 7517MB
7685, gpu_percent:   99% | 7517MB
7686, gpu_percent:   99% | 7517MB
7687, gpu_percent:   99% | 7517MB
7688, gpu_percent:  100% | 7517MB
7689, gpu_percent:   99% | 7517MB
7690, gpu_percent:   99% | 7517MB
7691, gpu_percent:   99% | 7517MB
7692, gpu_percent:  100% | 7517MB
7693, gpu_percent:   99% | 7517MB
7694, gpu_percent:   99% | 7517MB
7695, gpu_percent:   99% | 7517MB
7696, gpu_percent:  100% | 7517MB
7697, gpu_percent:   99% | 7517MB
7698, gpu_percent:   99% | 7517MB
7699, gpu_percent:   99% | 7517MB
7700, gpu_percent:  100% | 7517MB
7701, gpu_percent:   99% | 7517MB
7702, gpu_percent:   99% | 7517MB
7703, gpu_percent:   99% | 7517MB
7704, gpu_percent:  100% | 7517MB
7705, gpu_percent:   99% | 7517MB
7706, gpu_percent:   99% | 7517MB
7707, gpu_percent:   99% | 7517MB
7708, gpu_percent:  100% | 7517MB
7709, gpu_percent:   99% | 7517MB
7710, gpu_percent:   99% | 7517MB
7711, gpu_percent:   99% | 7517MB
7712, gpu_percent:   99% | 7517MB
7713, gpu_percent:   99% | 7517MB
7714, gpu_percent:   99% | 7517MB
7715, gpu_percent:   99% | 7517MB
7716, gpu_percent:  100% | 7517MB
7717, gpu_percent:   99% | 7517MB
7718, gpu_percent:   99% | 7517MB
7719, gpu_percent:   99% | 7517MB
7720, gpu_percent:   98% | 7517MB
7721, gpu_percent:   99% | 7517MB
7722, gpu_percent:   99% | 7517MB
7723, gpu_percent:   99% | 7517MB
7724, gpu_percent:  100% | 7517MB
7725, gpu_percent:   99% | 7517MB
7726, gpu_percent:   99% | 7517MB
7727, gpu_percent:   99% | 7517MB
7728, gpu_percent:  100% | 7517MB
7729, gpu_percent:   99% | 7517MB
7730, gpu_percent:   99% | 7517MB
7731, gpu_percent:   99% | 7517MB
7732, gpu_percent:  100% | 7517MB
7733, gpu_percent:   99% | 7517MB
7734, gpu_percent:   99% | 7517MB
7735, gpu_percent:   99% | 7517MB
7736, gpu_percent:  100% | 7517MB
7737, gpu_percent:   99% | 7517MB
7738, gpu_percent:   99% | 7517MB
7739, gpu_percent:   99% | 7517MB
7740, gpu_percent:  100% | 7517MB
7741, gpu_percent:   99% | 7517MB
7742, gpu_percent:  100% | 7517MB
7743, gpu_percent:   99% | 7517MB
7744, gpu_percent:   98% | 7517MB
7745, gpu_percent:   99% | 7517MB
7746, gpu_percent:  100% | 7517MB
7747, gpu_percent:   99% | 7517MB
7748, gpu_percent:   99% | 7517MB
7749, gpu_percent:   99% | 7517MB
7750, gpu_percent:   99% | 7517MB
7751, gpu_percent:   99% | 7517MB
7752, gpu_percent:   98% | 7517MB
7753, gpu_percent:  100% | 7517MB
7754, gpu_percent:   98% | 7517MB
7755, gpu_percent:   99% | 7517MB
7756, gpu_percent:   99% | 7517MB
7757, gpu_percent:  100% | 7517MB
7758, gpu_percent:   99% | 7517MB
7759, gpu_percent:   99% | 7517MB
7760, gpu_percent:   99% | 7517MB
7761, gpu_percent:  100% | 7517MB
7762, gpu_percent:   97% | 7517MB
7763, gpu_percent:   97% | 7517MB
7764, gpu_percent:   99% | 7517MB
7765, gpu_percent:   99% | 7517MB
7766, gpu_percent:   99% | 7517MB
7767, gpu_percent:   99% | 7517MB
7768, gpu_percent:   99% | 7517MB
7769, gpu_percent:  100% | 7517MB
7770, gpu_percent:   99% | 7517MB
7771, gpu_percent:   99% | 7517MB
7772, gpu_percent:  100% | 7517MB
7773, gpu_percent:   99% | 7517MB
7774, gpu_percent:   99% | 7517MB
7775, gpu_percent:   99% | 7517MB
7776, gpu_percent:  100% | 7517MB
7777, gpu_percent:   99% | 7517MB
7778, gpu_percent:   99% | 7517MB
7779, gpu_percent:   99% | 7517MB
7780, gpu_percent:  100% | 7517MB
7781, gpu_percent:   99% | 7517MB
7782, gpu_percent:   99% | 7517MB
7783, gpu_percent:   99% | 7517MB
7784, gpu_percent:   96% | 7517MB
7785, gpu_percent:   99% | 7517MB
7786, gpu_percent:   99% | 7517MB
7787, gpu_percent:  100% | 7517MB
7788, gpu_percent:   99% | 7517MB
7789, gpu_percent:   99% | 7517MB
7790, gpu_percent:   99% | 7517MB
7791, gpu_percent:  100% | 7517MB
7792, gpu_percent:   99% | 7517MB
7793, gpu_percent:   99% | 7517MB
7794, gpu_percent:   99% | 7517MB
7795, gpu_percent:   98% | 7517MB
7796, gpu_percent:   99% | 7517MB
7797, gpu_percent:   99% | 7517MB
7798, gpu_percent:   99% | 7517MB
7799, gpu_percent:  100% | 7517MB
7800, gpu_percent:   99% | 7517MB
7801, gpu_percent:   99% | 7517MB
7802, gpu_percent:   99% | 7517MB
7803, gpu_percent:  100% | 7517MB
7804, gpu_percent:   99% | 7517MB
7805, gpu_percent:   99% | 7517MB
7806, gpu_percent:   99% | 7517MB
7807, gpu_percent:  100% | 7517MB
7808, gpu_percent:   99% | 7517MB
7809, gpu_percent:   99% | 7517MB
7810, gpu_percent:   99% | 7517MB
7811, gpu_percent:  100% | 7517MB
7812, gpu_percent:   99% | 7517MB
7813, gpu_percent:   99% | 7517MB
7814, gpu_percent:   99% | 7517MB
7815, gpu_percent:  100% | 7517MB
7816, gpu_percent:   99% | 7517MB
7817, gpu_percent:   99% | 7517MB
7818, gpu_percent:   99% | 7517MB
7819, gpu_percent:  100% | 7517MB
7820, gpu_percent:   99% | 7517MB
7821, gpu_percent:   99% | 7517MB
7822, gpu_percent:   99% | 7517MB
7823, gpu_percent:  100% | 7517MB
7824, gpu_percent:   99% | 7517MB
7825, gpu_percent:   99% | 7517MB
7826, gpu_percent:   99% | 7517MB
7827, gpu_percent:  100% | 7517MB
7828, gpu_percent:   99% | 7517MB
7829, gpu_percent:   99% | 7517MB
7830, gpu_percent:   99% | 7517MB
7831, gpu_percent:  100% | 7517MB
7832, gpu_percent:   99% | 7517MB
7833, gpu_percent:   99% | 7517MB
7834, gpu_percent:  100% | 7517MB
7835, gpu_percent:   99% | 7517MB
7836, gpu_percent:   99% | 7517MB
7837, gpu_percent:   99% | 7517MB
7838, gpu_percent:  100% | 7517MB
7839, gpu_percent:   99% | 7517MB
7840, gpu_percent:   99% | 7517MB
7841, gpu_percent:   99% | 7517MB
7842, gpu_percent:  100% | 7517MB
7843, gpu_percent:   99% | 7517MB
7844, gpu_percent:   99% | 7517MB
7845, gpu_percent:  100% | 7517MB
7846, gpu_percent:   97% | 7517MB
7847, gpu_percent:   98% | 7517MB
7848, gpu_percent:   99% | 7517MB
7849, gpu_percent:   99% | 7517MB
7850, gpu_percent:  100% | 7517MB
7851, gpu_percent:   99% | 7517MB
7852, gpu_percent:   99% | 7517MB
7853, gpu_percent:   99% | 7517MB
7854, gpu_percent:  100% | 7517MB
7855, gpu_percent:   99% | 7517MB
7856, gpu_percent:   99% | 7517MB
7857, gpu_percent:   99% | 7517MB
7858, gpu_percent:  100% | 7517MB
7859, gpu_percent:   99% | 7517MB
7860, gpu_percent:   99% | 7517MB
7861, gpu_percent:   99% | 7517MB
7862, gpu_percent:  100% | 7517MB
7863, gpu_percent:   99% | 7517MB
7864, gpu_percent:   99% | 7517MB
7865, gpu_percent:   99% | 7517MB
7866, gpu_percent:   99% | 7517MB
7867, gpu_percent:   99% | 7517MB
7868, gpu_percent:   99% | 7517MB
7869, gpu_percent:  100% | 7517MB
7870, gpu_percent:   99% | 7517MB
7871, gpu_percent:   99% | 7517MB
7872, gpu_percent:   99% | 7517MB
7873, gpu_percent:  100% | 7517MB
7874, gpu_percent:   99% | 7517MB
7875, gpu_percent:   99% | 7517MB
7876, gpu_percent:   99% | 7517MB
7877, gpu_percent:  100% | 7517MB
7878, gpu_percent:   99% | 7517MB
7879, gpu_percent:   99% | 7517MB
7880, gpu_percent:   99% | 7517MB
7881, gpu_percent:  100% | 7517MB
7882, gpu_percent:   99% | 7517MB
7883, gpu_percent:   99% | 7517MB
7884, gpu_percent:   99% | 7517MB
7885, gpu_percent:   99% | 7517MB
7886, gpu_percent:   99% | 7517MB
7887, gpu_percent:   99% | 7517MB
7888, gpu_percent:   99% | 7517MB
7889, gpu_percent:  100% | 7517MB
7890, gpu_percent:   99% | 7517MB
7891, gpu_percent:   99% | 7517MB
7892, gpu_percent:  100% | 7517MB
7893, gpu_percent:   99% | 7517MB
7894, gpu_percent:   99% | 7517MB
7895, gpu_percent:   99% | 7517MB
7896, gpu_percent:   98% | 7517MB
7897, gpu_percent:   99% | 7517MB
7898, gpu_percent:   99% | 7517MB
7899, gpu_percent:   99% | 7517MB
7900, gpu_percent:  100% | 7517MB
7901, gpu_percent:   99% | 7517MB
7902, gpu_percent:   99% | 7517MB
7903, gpu_percent:   98% | 7517MB
7904, gpu_percent:   99% | 7517MB
7905, gpu_percent:   99% | 7517MB
7906, gpu_percent:   99% | 7517MB
7907, gpu_percent:  100% | 7517MB
7908, gpu_percent:   99% | 7517MB
7909, gpu_percent:   99% | 7517MB
7910, gpu_percent:   99% | 7517MB
7911, gpu_percent:  100% | 7517MB
7912, gpu_percent:   99% | 7517MB
7913, gpu_percent:   99% | 7517MB
7914, gpu_percent:   99% | 7517MB
7915, gpu_percent:  100% | 7517MB
7916, gpu_percent:   99% | 7517MB
7917, gpu_percent:   99% | 7517MB
7918, gpu_percent:   99% | 7517MB
7919, gpu_percent:  100% | 7517MB
7920, gpu_percent:   99% | 7517MB
7921, gpu_percent:   99% | 7517MB
7922, gpu_percent:   99% | 7517MB
7923, gpu_percent:  100% | 7517MB
7924, gpu_percent:   99% | 7517MB
7925, gpu_percent:   99% | 7517MB
7926, gpu_percent:   99% | 7517MB
7927, gpu_percent:  100% | 7517MB
7928, gpu_percent:   99% | 7517MB
7929, gpu_percent:   99% | 7517MB
7930, gpu_percent:   97% | 7517MB
7931, gpu_percent:   98% | 7517MB
7932, gpu_percent:   99% | 7517MB
7933, gpu_percent:   99% | 7517MB
7934, gpu_percent:   97% | 7517MB
7935, gpu_percent:   99% | 7517MB
7936, gpu_percent:   99% | 7517MB
7937, gpu_percent:  100% | 7517MB
7938, gpu_percent:   99% | 7517MB
7939, gpu_percent:   99% | 7517MB
7940, gpu_percent:   99% | 7517MB
7941, gpu_percent:   98% | 7517MB
7942, gpu_percent:   99% | 7517MB
7943, gpu_percent:   99% | 7517MB
7944, gpu_percent:  100% | 7517MB
7945, gpu_percent:   99% | 7517MB
7946, gpu_percent:   99% | 7517MB
7947, gpu_percent:   99% | 7517MB
7948, gpu_percent:  100% | 7517MB
7949, gpu_percent:   99% | 7517MB
7950, gpu_percent:   99% | 7517MB
7951, gpu_percent:   99% | 7517MB
7952, gpu_percent:  100% | 7517MB
7953, gpu_percent:   99% | 7517MB
7954, gpu_percent:   99% | 7517MB
7955, gpu_percent:   99% | 7517MB
7956, gpu_percent:  100% | 7517MB
7957, gpu_percent:   99% | 7517MB
7958, gpu_percent:   99% | 7517MB
7959, gpu_percent:   99% | 7517MB
7960, gpu_percent:  100% | 7517MB
7961, gpu_percent:   99% | 7517MB
7962, gpu_percent:   99% | 7517MB
7963, gpu_percent:   99% | 7517MB
7964, gpu_percent:  100% | 7517MB
7965, gpu_percent:   99% | 7517MB
7966, gpu_percent:   99% | 7517MB
7967, gpu_percent:   99% | 7517MB
7968, gpu_percent:  100% | 7517MB
7969, gpu_percent:   99% | 7517MB
7970, gpu_percent:   99% | 7517MB
7971, gpu_percent:   99% | 7517MB
7972, gpu_percent:  100% | 7517MB
7973, gpu_percent:   99% | 7517MB
7974, gpu_percent:   99% | 7517MB
7975, gpu_percent:   99% | 7517MB
7976, gpu_percent:  100% | 7517MB
7977, gpu_percent:   99% | 7517MB
7978, gpu_percent:   99% | 7517MB
7979, gpu_percent:   99% | 7517MB
7980, gpu_percent:  100% | 7517MB
7981, gpu_percent:   99% | 7517MB
7982, gpu_percent:   98% | 7517MB
7983, gpu_percent:  100% | 7517MB
7984, gpu_percent:   99% | 7517MB
7985, gpu_percent:   99% | 7517MB
7986, gpu_percent:   99% | 7517MB
7987, gpu_percent:  100% | 7517MB
7988, gpu_percent:   99% | 7517MB
7989, gpu_percent:   99% | 7517MB
7990, gpu_percent:  100% | 7517MB
7991, gpu_percent:   99% | 7517MB
7992, gpu_percent:   99% | 7517MB
7993, gpu_percent:   99% | 7517MB
7994, gpu_percent:  100% | 7517MB
7995, gpu_percent:   99% | 7517MB
7996, gpu_percent:   99% | 7517MB
7997, gpu_percent:   99% | 7517MB
7998, gpu_percent:  100% | 7517MB
7999, gpu_percent:   99% | 7517MB
8000, gpu_percent:   99% | 7517MB
8001, gpu_percent:   99% | 7517MB
8002, gpu_percent:   98% | 7517MB
8003, gpu_percent:   99% | 7517MB
8004, gpu_percent:   99% | 7517MB
8005, gpu_percent:   99% | 7517MB
8006, gpu_percent:  100% | 7517MB
8007, gpu_percent:   99% | 7517MB
8008, gpu_percent:   99% | 7517MB
8009, gpu_percent:   99% | 7517MB
8010, gpu_percent:  100% | 7517MB
8011, gpu_percent:   99% | 7517MB
8012, gpu_percent:   99% | 7517MB
8013, gpu_percent:   99% | 7517MB
8014, gpu_percent:   98% | 7517MB
8015, gpu_percent:   91% | 7517MB
8016, gpu_percent:   99% | 7517MB
8017, gpu_percent:   99% | 7517MB
8018, gpu_percent:   96% | 7517MB
8019, gpu_percent:   99% | 7517MB
8020, gpu_percent:   99% | 7517MB
8021, gpu_percent:   99% | 7517MB
8022, gpu_percent:  100% | 7517MB
8023, gpu_percent:   99% | 7517MB
8024, gpu_percent:   99% | 7517MB
8025, gpu_percent:  100% | 7517MB
8026, gpu_percent:   99% | 7517MB
8027, gpu_percent:   99% | 7517MB
8028, gpu_percent:   99% | 7517MB
8029, gpu_percent:  100% | 7517MB
8030, gpu_percent:   99% | 7517MB
8031, gpu_percent:   99% | 7517MB
8032, gpu_percent:   99% | 7517MB
8033, gpu_percent:  100% | 7517MB
8034, gpu_percent:   99% | 7517MB
8035, gpu_percent:   99% | 7517MB
8036, gpu_percent:   99% | 7517MB
8037, gpu_percent:   98% | 7517MB
8038, gpu_percent:   99% | 7517MB
8039, gpu_percent:   99% | 7517MB
8040, gpu_percent:   97% | 7517MB
8041, gpu_percent:   99% | 7517MB
8042, gpu_percent:   99% | 7517MB
8043, gpu_percent:  100% | 7517MB
8044, gpu_percent:   99% | 7517MB
8045, gpu_percent:   99% | 7517MB
8046, gpu_percent:   99% | 7517MB
8047, gpu_percent:  100% | 7517MB
8048, gpu_percent:   99% | 7517MB
8049, gpu_percent:   99% | 7517MB
8050, gpu_percent:   99% | 7517MB
8051, gpu_percent:  100% | 7517MB
8052, gpu_percent:   99% | 7517MB
8053, gpu_percent:   99% | 7517MB
8054, gpu_percent:   99% | 7517MB
8055, gpu_percent:  100% | 7517MB
8056, gpu_percent:   99% | 7517MB
8057, gpu_percent:   99% | 7517MB
8058, gpu_percent:   99% | 7517MB
8059, gpu_percent:  100% | 7517MB
8060, gpu_percent:   99% | 7517MB
8061, gpu_percent:   99% | 7517MB
8062, gpu_percent:   99% | 7517MB
8063, gpu_percent:   99% | 7517MB
8064, gpu_percent:   99% | 7517MB
8065, gpu_percent:   99% | 7517MB
8066, gpu_percent:   99% | 7517MB
8067, gpu_percent:   99% | 7517MB
8068, gpu_percent:   99% | 7517MB
8069, gpu_percent:   99% | 7517MB
8070, gpu_percent:   99% | 7517MB
8071, gpu_percent:   99% | 7517MB
8072, gpu_percent:   99% | 7517MB
8073, gpu_percent:   99% | 7517MB
8074, gpu_percent:   99% | 7517MB
8075, gpu_percent:  100% | 7517MB
8076, gpu_percent:   99% | 7517MB
8077, gpu_percent:   99% | 7517MB
8078, gpu_percent:  100% | 7517MB
8079, gpu_percent:   99% | 7517MB
8080, gpu_percent:   99% | 7517MB
8081, gpu_percent:   99% | 7517MB
8082, gpu_percent:  100% | 7517MB
8083, gpu_percent:   99% | 7517MB
8084, gpu_percent:   99% | 7517MB
8085, gpu_percent:   99% | 7517MB
8086, gpu_percent:   99% | 7517MB
8087, gpu_percent:  100% | 7517MB
8088, gpu_percent:   99% | 7517MB
8089, gpu_percent:   99% | 7517MB
8090, gpu_percent:   99% | 7517MB
8091, gpu_percent:   99% | 7517MB
8092, gpu_percent:   99% | 7517MB
